"Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Q11","Q12","Q13","Q14","Q15","Q16","Q17","Q18","Q19","Q20","score","gender","age","seconds_elapsed"
1,1,2,3,2,1,1,2,2,1,2,0,1,2,1,1,2,1,1,2,53,2,49,164
5,3,4,5,4,1,4,1,1,1,2,0,1,5,1,1,2,1,1,2,51,2,49,290
3,1,1,1,4,5,4,1,1,1,2,0,1,5,1,1,5,5,5,1,60,2,49,585
4,4,1,2,5,3,2,5,3,2,1,3,4,1,3,3,2,3,4,4,77,1,17,207
3,5,5,1,4,5,4,5,5,5,5,1,1,5,1,1,5,5,5,1,54,2,49,623
2,3,4,3,3,2,4,2,5,4,2,5,2,3,3,2,3,2,5,3,58,2,23,200
1,1,1,5,5,5,1,5,5,2,5,4,5,5,5,5,1,3,4,1,55,2,49,74
1,1,1,5,5,5,1,1,1,2,5,4,5,1,5,5,5,5,1,5,66,2,49,109
1,5,1,5,5,5,5,5,1,2,5,4,5,1,5,5,5,5,1,5,70,2,49,146
2,4,1,2,2,3,2,1,5,4,1,4,1,3,4,2,3,3,4,1,60,2,21,120
1,2,3,3,2,4,3,2,5,5,2,3,3,3,1,5,1,4,5,4,49,1,27,114
1,3,5,4,1,4,2,1,5,5,4,1,1,3,2,3,4,2,5,1,41,2,33,158
5,5,5,4,4,5,3,4,4,4,2,4,3,3,3,4,3,4,3,2,60,2,27,273
2,2,4,3,3,4,2,3,5,4,1,3,3,2,2,4,3,3,5,2,56,1,23,249
5,2,3,2,5,2,4,4,5,3,2,5,4,2,3,2,2,4,4,1,68,2,44,305
2,2,4,4,2,4,3,2,5,4,3,1,1,3,4,4,4,3,4,2,47,2,30,143
1,1,2,5,5,2,1,1,2,1,2,4,1,1,5,1,1,5,5,1,67,2,20,171
1,5,1,1,5,1,1,5,1,1,1,5,5,1,1,2,3,5,5,1,85,2,30,660
5,2,5,4,4,4,4,4,4,2,2,3,3,4,4,5,4,2,5,1,57,1,46,134
3,1,1,2,4,2,1,2,3,2,1,4,1,1,5,2,2,4,5,1,71,1,27,232
2,2,5,3,3,2,2,2,5,2,1,4,3,2,3,2,2,2,3,3,59,2,25,170
4,2,3,4,4,2,3,2,4,4,2,4,2,3,2,3,3,2,4,1,56,2,51,348
4,2,5,2,4,2,1,4,4,2,1,4,2,2,4,4,2,4,1,4,66,1,49,161
2,4,2,4,4,2,2,4,4,4,0,2,2,1,4,1,2,3,5,2,68,2,35,272
2,4,4,5,2,5,5,2,5,5,4,1,1,4,3,5,4,2,4,1,38,1,24,206
5,5,4,2,3,4,4,5,5,5,3,3,5,3,5,4,3,5,5,5,69,1,23,747
2,2,3,4,3,3,2,4,4,4,2,1,1,3,2,4,4,3,4,1,52,2,21,199
2,1,3,5,2,5,5,1,5,5,5,4,2,3,4,5,2,1,4,4,40,1,65,267
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,58,2,25,38
3,3,2,1,4,3,2,4,5,2,1,4,1,3,4,4,3,5,4,3,69,1,29,103
3,3,2,1,4,3,2,4,5,2,1,4,1,3,4,4,3,5,4,3,69,1,29,230
3,2,4,4,2,3,3,2,5,4,2,2,2,2,2,5,4,2,2,2,47,2,24,549
1,1,3,5,1,5,3,2,5,5,2,2,3,2,2,1,3,3,3,4,48,1,66,165
5,2,4,4,3,4,2,3,5,4,1,2,4,2,4,4,1,1,5,2,56,2,21,128
2,5,1,1,5,4,1,4,2,2,1,5,5,1,3,1,1,4,5,5,84,2,24,307
5,4,3,4,5,5,2,5,2,3,1,4,5,2,4,2,2,4,5,5,78,2,22,235
1,1,5,2,2,3,5,3,5,4,1,5,1,1,1,2,1,1,5,3,50,2,18,154
4,4,3,3,4,2,2,3,3,3,4,4,3,2,5,2,2,3,2,3,67,1,30,128
5,5,2,4,4,1,1,5,1,1,1,4,4,1,5,1,2,5,5,1,86,2,22,133
5,5,1,1,5,1,1,5,1,1,1,5,5,1,5,1,1,5,5,3,94,1,23,181
1,1,1,4,1,5,5,1,5,5,5,5,1,5,1,1,5,1,5,5,45,1,14,134
4,4,4,2,4,2,2,4,2,3,2,2,2,4,4,4,4,4,4,4,69,1,35,364
2,3,4,2,3,3,2,2,4,4,1,2,4,3,3,2,2,2,5,1,58,2,26,209
1,2,3,4,4,3,2,5,4,3,2,4,4,1,3,4,3,4,4,1,63,2,39,231
2,4,4,2,5,2,3,5,1,4,5,3,5,1,4,4,2,3,4,3,68,1,37,306
4,5,1,2,5,2,1,3,2,4,1,5,4,3,5,1,1,5,5,5,84,1,17,299
2,3,5,4,2,3,2,2,5,4,2,2,2,3,2,5,4,2,4,1,47,2,25,129
2,2,4,3,3,2,2,2,4,4,3,4,4,2,3,4,3,4,3,2,58,2,1992,775
2,2,4,4,2,5,3,2,5,4,1,2,2,3,2,4,4,3,4,2,48,2,24,1159
2,1,4,5,2,4,4,2,5,4,2,2,1,4,3,4,4,2,5,2,44,2,28,92
5,5,2,1,4,2,2,4,3,2,2,5,4,1,4,2,2,5,4,2,81,1,29,355
2,5,2,1,5,2,2,5,4,2,1,5,4,2,4,1,2,4,2,4,79,1,26,115
5,4,2,2,4,1,1,1,3,2,1,4,5,1,4,3,4,2,5,3,79,1,21,199
2,5,3,4,2,1,1,2,3,3,1,5,4,2,5,1,1,4,5,3,73,1,48,148
4,2,4,2,3,2,2,3,4,2,2,4,2,2,4,2,1,2,5,4,66,1,15,151
3,4,5,4,4,2,1,4,5,2,1,4,2,3,3,3,1,5,4,5,67,1,34,112
3,3,2,2,4,0,2,4,4,3,2,4,4,2,4,1,5,5,5,1,78,1,60,150
2,4,2,2,2,1,1,2,1,2,4,1,2,2,2,5,1,2,4,4,60,1,34,207
2,2,4,5,4,3,1,4,3,2,1,2,1,2,2,1,3,4,4,4,64,2,33,240
4,4,3,1,4,4,2,4,4,2,3,4,4,2,3,3,4,4,4,2,71,2,37,481
4,5,5,3,2,5,5,2,5,2,2,2,4,3,4,2,5,2,5,2,59,1,39,125
1,2,4,3,2,4,4,2,5,4,2,2,2,2,2,2,2,4,1,1,45,1,35,99
4,2,4,3,2,5,5,5,5,4,4,3,4,2,3,3,4,4,3,4,57,1,28,181
2,3,2,4,3,3,2,1,4,3,3,3,2,2,3,2,2,2,4,2,56,1,55,111
3,2,4,3,4,2,2,2,4,4,2,4,3,2,2,2,2,4,5,3,63,2,31,114
2,2,3,3,3,4,2,3,5,3,2,4,3,3,4,2,2,2,5,3,60,2,33,210
5,3,1,1,3,4,4,3,4,1,1,4,1,1,1,3,5,4,5,3,71,1,33,174
5,3,1,1,3,4,4,3,4,1,1,4,1,1,1,3,1,4,5,3,67,1,33,353
1,1,1,4,5,4,4,1,5,5,3,2,5,3,3,1,1,1,5,4,53,1,35,209
1,1,2,4,1,4,4,1,5,5,3,2,1,4,4,4,1,0,4,2,37,1,50,203
5,5,2,2,5,1,1,5,2,2,1,5,5,1,5,1,1,5,5,5,92,1,43,109
1,2,4,4,2,4,3,2,4,3,3,2,2,3,3,4,3,2,4,3,48,2,21,140
5,3,4,3,5,5,2,5,1,3,2,5,5,2,3,5,2,4,5,2,71,1,22,334
1,3,4,4,2,3,1,2,5,4,2,3,2,2,3,2,2,4,4,2,55,1,53,134
4,4,4,2,3,2,2,3,3,2,2,4,2,3,4,1,3,4,4,2,70,1,31,181
3,4,4,4,4,4,3,4,4,4,2,4,2,2,4,2,3,4,3,3,63,1,35,76
3,4,2,4,2,4,3,3,2,3,4,2,2,1,4,4,1,1,5,5,59,1,34,247
3,2,2,2,5,2,2,4,2,3,1,4,2,2,3,2,1,4,4,1,69,1,32,153
3,4,2,4,2,3,3,3,2,3,4,2,2,1,4,4,1,1,5,5,60,1,34,344
3,4,2,4,2,2,2,3,2,3,4,2,2,1,4,4,1,1,5,5,62,1,34,359
3,4,2,4,2,2,2,3,2,3,4,2,2,1,4,1,1,1,5,5,65,1,34,382
3,4,2,4,2,2,2,3,2,3,4,2,2,5,4,5,1,1,5,5,57,1,34,397
3,4,2,4,2,2,2,3,2,3,5,1,1,5,4,5,1,1,5,5,54,1,34,419
4,1,4,4,3,4,3,3,4,4,4,3,1,4,3,4,3,3,3,3,49,1,34,291
2,5,2,1,4,2,2,3,4,2,1,5,4,2,5,2,2,4,5,4,79,2,18,77
4,4,3,3,3,4,1,3,4,3,2,5,1,1,4,2,2,5,4,1,67,1,19,288
1,3,4,4,2,4,4,2,4,4,2,3,5,2,4,2,3,5,3,2,57,1,34,215
1,4,4,4,2,4,4,2,4,4,2,3,5,2,4,2,3,5,3,2,58,1,34,513
1,4,3,4,2,4,4,2,4,4,2,3,5,2,4,2,3,5,3,2,59,1,34,530
5,2,5,2,3,4,2,2,4,4,2,4,2,2,1,4,3,4,4,1,56,2,26,204
5,5,4,4,5,2,2,4,4,2,1,5,4,3,2,3,1,5,4,3,72,1,42,281
1,1,5,1,5,5,5,5,5,5,1,5,1,1,1,4,1,5,5,4,56,1,47,186
2,3,2,2,4,2,2,2,5,2,2,5,2,3,4,1,3,4,3,1,66,1,37,332
1,5,4,2,2,4,4,3,5,2,5,3,2,3,5,1,1,4,5,3,58,1,48,170
1,5,4,2,2,4,4,3,5,2,5,3,2,3,5,1,1,4,5,3,58,1,48,187
3,2,3,2,3,3,2,2,4,2,1,5,3,2,2,3,2,1,3,4,62,1,40,112
4,2,3,2,2,4,3,1,4,3,4,1,4,1,2,5,3,2,4,4,54,1,22,251
3,3,2,4,2,2,1,4,5,4,2,2,2,3,2,2,3,3,4,2,59,1,33,130
3,4,4,3,3,3,2,2,4,2,2,2,2,3,4,2,2,2,5,2,60,1,19,1555
2,5,2,1,5,2,2,5,4,2,1,5,4,2,5,1,2,4,2,4,80,1,26,11515
2,5,2,1,5,2,2,5,4,2,1,5,4,1,5,1,2,4,2,4,81,1,26,11522
2,5,2,1,5,2,2,5,4,2,1,5,5,1,5,1,2,4,2,2,80,1,26,11542
4,4,4,2,4,2,2,4,4,2,2,4,3,2,4,2,2,4,4,3,72,2,53,142
2,2,2,4,4,2,2,1,3,3,2,4,2,2,4,2,2,4,4,2,63,1,40,168
5,4,2,1,4,1,1,5,1,1,1,5,5,3,5,3,1,5,5,4,88,1,30,102
4,4,2,2,4,2,2,3,1,2,2,4,3,2,5,3,2,5,3,1,74,1,54,140
2,3,1,3,2,1,1,2,3,4,1,3,4,3,3,1,1,4,5,3,68,1,53,288
3,4,4,1,5,2,2,2,5,2,1,5,4,1,5,2,2,4,4,4,76,2,20,109
1,1,3,5,1,2,2,2,4,4,1,1,1,2,2,1,2,4,5,1,51,1,50,192
2,2,3,3,2,3,2,4,4,3,2,5,3,2,5,4,2,4,5,2,64,1,21,245
2,2,3,2,4,4,4,4,4,4,2,4,4,2,2,4,2,2,4,2,57,1,47,120
1,3,4,2,4,5,3,1,5,4,2,2,1,1,4,3,2,2,4,2,51,2,15,297
2,3,2,3,4,2,2,3,5,3,2,4,2,2,4,2,2,3,5,2,65,1,41,212
5,5,1,2,4,1,1,4,1,1,1,5,4,1,5,4,1,5,5,4,88,1,22,119
2,2,3,4,3,4,4,5,4,3,2,4,2,3,3,1,2,4,5,3,61,1,16,338
3,2,4,3,2,3,2,2,4,4,1,3,2,3,1,2,3,3,4,3,56,1,37,148
1,1,1,1,1,1,2,5,1,1,3,2,1,1,1,5,5,1,1,5,62,2,48,538
3,3,2,4,2,1,1,2,5,2,3,0,2,2,4,3,2,4,4,1,58,1,34,206
4,4,2,1,1,2,1,2,4,2,1,1,1,2,2,2,2,4,4,2,64,1,20,186
2,4,4,4,3,2,1,4,4,2,3,4,1,2,4,2,2,4,4,1,63,1,34,199
3,4,4,5,2,4,3,2,4,0,1,0,2,2,2,5,1,4,4,4,54,1,51,105
5,4,3,5,5,1,1,2,4,4,2,4,2,4,4,2,1,2,5,1,63,1,34,138
4,4,1,1,1,3,2,1,2,3,1,2,4,1,5,1,2,4,5,5,76,1,20,288
2,2,4,5,1,5,5,2,5,5,5,1,2,5,3,2,3,2,3,1,35,1,20,181
1,2,1,4,3,4,2,4,5,4,2,2,4,4,5,4,4,3,0,1,53,1,36,45
1,1,5,3,2,4,2,2,5,4,2,2,2,2,4,5,2,2,5,2,47,1,25,252
3,1,4,4,4,3,3,1,3,4,3,2,1,2,2,3,1,4,4,3,51,1,34,396
3,4,4,1,4,2,2,4,4,2,2,4,1,2,3,2,2,3,4,1,66,1,25,162
5,2,4,4,1,4,4,2,4,4,4,4,2,4,4,4,4,2,2,2,48,2,69,185
2,2,4,3,2,5,2,3,5,4,4,2,2,4,4,4,3,2,4,2,47,2,25,269
5,5,1,1,5,1,1,5,1,1,1,5,5,1,5,3,1,5,5,3,92,1,35,164
3,3,3,4,2,2,1,4,4,4,2,2,3,2,4,4,3,3,4,2,61,1,21,352
2,1,4,4,2,5,4,4,5,4,4,2,2,4,3,4,3,2,4,2,43,2,25,154
5,4,3,3,3,1,1,3,2,2,2,3,4,3,5,5,2,4,4,2,71,1,23,179
2,2,2,2,4,4,4,2,2,4,4,4,2,4,4,4,3,2,2,3,54,1,12,702200
2,4,5,3,4,4,4,4,5,3,1,4,2,4,4,2,2,2,4,2,57,2,26,142
2,3,5,2,4,2,2,1,2,2,1,4,2,1,4,4,2,5,4,4,68,1,25,269
5,5,1,1,5,1,1,5,5,1,1,5,5,1,5,1,1,5,5,5,92,1,41,189
2,1,3,5,2,4,4,2,4,3,3,0,2,2,4,2,3,1,5,3,49,1,51,157
2,4,4,5,5,2,2,5,5,1,5,5,2,2,5,1,1,5,5,3,69,1,26,282
4,4,4,5,3,2,2,4,2,2,1,4,5,2,4,2,1,5,5,4,75,1,26,97
3,2,4,4,4,4,2,3,4,4,4,2,4,4,3,4,3,2,4,2,52,2,21,329
5,5,5,3,4,3,5,4,3,4,2,4,4,3,4,4,3,4,4,4,67,1,26,130
5,5,5,3,5,2,5,5,5,5,3,5,5,4,5,5,2,5,5,5,69,1,26,242
2,1,4,4,2,5,4,2,5,4,4,2,2,4,2,5,2,2,4,1,37,1,46,2726
3,4,2,2,5,1,1,5,4,2,1,5,5,1,4,1,1,5,5,3,84,1,31,166
4,4,1,3,3,1,1,1,2,2,1,2,4,1,4,1,3,4,4,1,75,1,34,281
1,1,5,4,3,5,5,1,5,5,5,1,3,5,3,5,5,1,1,1,31,1,23,254
3,2,1,2,3,1,1,2,1,4,1,5,3,2,4,4,1,4,5,5,74,1,40,125
3,5,1,2,5,1,1,3,1,1,1,2,2,5,5,2,5,0,1,5,75,1,62,247
4,3,2,1,4,2,1,4,4,2,1,4,5,1,4,3,1,1,4,3,74,1,35,118
2,1,4,3,1,4,2,1,5,4,1,5,2,3,3,3,3,1,4,1,49,1,23,242
2,1,3,4,4,5,1,2,4,4,2,1,1,2,1,4,2,4,5,2,50,2,18,131
4,3,4,2,4,5,2,2,4,4,3,4,4,2,2,2,2,4,4,2,61,2,25,218
2,2,2,3,2,2,2,2,4,4,1,4,2,2,4,2,2,4,5,2,63,1,53,228
2,4,4,2,4,4,2,4,4,2,1,4,4,2,4,2,2,5,5,2,71,1,34,177
2,3,3,4,4,3,2,2,4,4,2,2,2,3,3,4,2,2,4,3,54,2,35,100
2,2,2,4,2,4,4,4,4,4,1,2,4,4,3,4,2,4,4,2,54,2,22,125
5,5,2,5,5,1,1,5,1,1,5,5,5,1,5,1,1,5,5,5,87,1,15,121
3,3,2,3,2,2,2,3,4,3,2,2,2,2,3,2,2,2,4,2,60,1,32,178
5,5,1,5,5,1,1,5,1,1,1,5,5,1,5,1,1,5,5,3,90,1,15,200
3,5,2,2,4,1,1,3,2,2,1,4,4,3,4,2,1,4,5,2,77,1,34,192
3,4,2,3,2,2,2,3,4,3,2,3,3,2,3,3,2,4,3,1,62,2,22,215
4,5,2,3,4,3,1,2,4,2,1,1,2,2,2,1,5,5,5,5,75,2,21,232
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,60,1,32,617
2,2,2,2,4,2,4,4,4,4,1,2,4,2,2,4,2,5,4,4,64,2,22,111
4,4,1,1,3,1,1,2,2,1,1,4,5,1,4,1,1,4,5,3,83,1,24,132
4,5,2,1,4,3,1,4,1,2,1,3,3,2,4,4,1,4,5,4,78,1,29,127
2,2,3,2,2,4,4,3,5,5,1,4,4,1,1,4,2,1,1,1,48,2,20,194
2,2,5,5,2,4,4,1,4,4,1,4,1,4,4,4,2,4,4,2,47,2,25,111
5,4,4,4,3,3,2,2,4,4,2,3,4,3,2,3,2,3,4,4,61,1,38,207
2,1,3,5,1,2,2,1,3,5,1,1,2,5,2,4,3,1,5,1,44,2,20,187
2,3,5,4,1,5,4,2,5,5,4,2,1,3,2,5,2,2,4,1,36,1,32,142
1,1,5,4,1,4,4,1,5,5,1,2,2,2,1,5,1,1,5,1,36,1,64,138
2,3,4,5,1,3,2,1,5,2,2,2,1,4,4,4,2,4,5,2,50,1,45,3585
4,4,4,3,2,2,1,2,4,3,1,5,2,4,4,3,1,4,3,2,62,2,30,110
2,3,4,3,3,4,3,2,5,3,2,4,2,3,4,2,3,4,5,1,58,2,31,420
1,3,2,3,2,4,2,3,4,5,1,3,4,3,4,4,1,4,4,1,56,1,23,91
4,2,3,3,3,2,2,4,4,3,2,4,4,2,3,2,3,5,3,1,67,1,24,153
2,4,3,4,2,4,4,4,4,5,3,2,2,3,4,2,3,2,3,1,51,1,21,400
4,4,3,2,4,3,3,4,4,4,3,3,4,4,1,3,1,3,2,2,57,1,24,162
2,4,3,4,4,2,1,2,4,3,1,4,4,1,3,1,1,2,5,3,68,1,37,141
3,4,2,4,5,4,2,2,5,3,1,5,4,2,3,4,2,4,4,4,67,2,25,254
2,2,1,2,4,1,1,4,2,1,2,4,2,1,4,2,2,5,5,3,78,2,15,140
2,2,3,5,2,3,2,0,5,2,1,4,4,2,4,2,2,4,5,1,59,2,15,296
3,4,3,4,5,1,2,2,5,2,1,2,1,1,2,1,1,2,5,1,62,1,47,219
4,4,5,4,3,3,3,2,3,4,3,2,1,4,4,4,2,2,5,1,51,1,30,132
5,4,1,1,4,1,2,4,4,3,1,5,4,2,4,1,2,4,5,1,80,2,19,184
4,4,2,2,3,3,2,4,4,3,2,3,2,2,3,2,2,4,4,1,66,2,22,149
4,4,5,4,2,2,2,2,4,2,1,2,2,2,2,5,2,4,5,2,58,2,23,149
5,5,2,2,5,5,1,4,4,1,1,4,4,5,4,1,1,5,4,4,77,2,25,170
4,3,3,2,4,2,1,4,3,3,2,3,4,3,5,4,1,5,5,1,70,1,28,130
4,2,4,1,4,3,2,5,2,2,1,4,4,1,4,2,1,3,5,4,76,1,19,117
5,5,5,2,4,1,1,3,3,5,1,5,5,1,1,2,5,4,5,2,77,1,34,309
1,2,4,4,4,4,3,4,5,4,2,2,3,2,4,3,1,2,4,3,53,1,42,180
1,1,5,2,1,4,2,2,5,4,3,1,1,2,1,4,3,1,1,1,37,1,18,149
4,5,2,3,4,1,1,4,2,2,2,5,2,2,4,2,5,4,5,3,82,1,32,160
4,4,2,1,5,3,2,3,3,2,1,5,5,2,4,1,2,4,4,4,81,1,24,196
4,1,2,4,4,5,2,3,5,4,4,2,1,3,2,2,4,3,4,2,53,1,37,147
3,4,2,4,2,2,2,2,5,2,1,3,1,2,4,3,2,2,4,2,60,1,39,352
3,3,2,3,4,1,2,4,3,2,2,4,2,2,3,2,2,4,5,2,71,1,34,127
2,3,2,4,4,3,2,2,4,3,3,2,2,3,3,4,3,3,3,2,55,2,30,575
2,3,2,2,2,3,2,2,3,4,1,5,2,1,4,2,1,4,4,4,67,1,33,275
4,4,1,4,2,2,1,2,5,2,1,4,1,2,4,2,2,0,5,1,63,2,27,146
5,5,1,2,5,1,1,4,1,1,1,5,5,1,5,1,1,5,5,5,94,1,25,169
3,4,1,2,5,2,2,3,2,2,2,5,5,2,3,1,1,3,5,1,76,2,18,158
2,3,4,4,2,3,2,2,4,4,3,3,1,4,4,4,3,4,4,1,51,2,40,223
5,5,1,3,5,2,1,5,5,1,1,5,3,2,3,4,1,4,5,2,77,1,39,296
4,3,4,4,4,2,3,3,5,4,2,2,2,3,3,2,2,2,5,3,58,2,51,222
3,2,4,4,3,1,3,4,4,2,2,2,1,2,4,2,3,2,4,1,59,2,40,361
4,4,4,4,5,2,2,4,3,2,1,5,4,2,4,1,4,4,5,4,80,2,51,448
4,4,4,2,4,2,2,2,4,2,2,2,1,3,4,4,2,4,5,1,62,1,35,186
2,2,5,5,3,5,5,3,5,4,3,4,4,4,3,5,2,4,4,1,45,1,44,348
5,5,1,1,5,1,1,1,5,5,1,5,1,1,1,1,1,5,5,1,72,2,54,354
2,4,4,3,4,5,2,0,5,4,2,4,2,2,3,4,4,4,4,2,56,1,41,324
4,3,4,3,4,3,2,2,5,4,3,4,2,3,2,3,3,2,4,2,56,1,40,199
5,5,2,4,1,1,1,4,1,1,2,5,5,1,5,5,3,4,1,1,75,1,17,158
5,5,3,2,5,3,1,4,3,1,2,5,5,2,4,5,1,3,5,4,78,1,15,184
4,2,3,2,4,3,3,5,5,1,5,5,4,3,1,4,3,5,1,3,62,1,38,413
4,3,3,2,3,5,3,2,4,4,3,2,2,2,2,3,3,3,2,3,54,1,15,142
2,2,2,3,1,2,2,2,4,4,3,2,2,3,4,4,3,4,4,3,56,1,22,275
1,4,4,4,2,4,3,2,5,4,2,2,1,2,3,2,4,2,3,1,49,2,20,199
3,2,1,5,2,3,4,2,4,3,2,4,1,3,4,4,1,2,5,1,52,1,60,304
2,2,3,4,2,4,3,4,4,4,1,3,2,3,2,2,3,3,4,2,55,1,50,129
4,4,4,1,2,2,2,3,4,2,1,1,3,5,3,2,1,4,5,2,63,2,40,215
5,5,3,1,5,3,2,5,3,3,1,5,4,1,5,1,1,5,5,5,86,1,43,154
2,3,4,4,2,4,3,3,5,4,4,2,2,3,3,4,2,2,3,1,44,1,21,148
4,5,2,2,4,1,1,4,2,1,1,5,4,2,5,1,3,4,4,4,87,1,17,114
2,2,2,2,2,3,2,2,2,4,2,2,3,4,4,4,1,4,5,2,58,1,21,118
3,4,2,3,4,3,2,2,4,3,1,3,3,3,4,2,2,2,4,2,64,2,33,222
2,3,5,4,2,1,1,2,4,4,3,2,2,3,2,2,2,2,5,1,52,2,24,147
3,4,4,2,4,3,2,4,3,4,2,3,2,2,4,3,1,4,4,2,64,1,21,124
5,5,1,1,5,1,1,1,1,0,1,5,5,1,5,1,1,5,5,5,93,1,36,1636
1,2,4,3,3,4,3,2,4,4,2,2,2,3,3,5,4,2,2,1,46,2,23,133
2,1,5,3,2,5,5,4,4,2,1,5,4,2,3,4,2,4,3,3,56,1,41,180
5,5,2,1,4,2,1,2,1,2,1,5,4,1,2,1,3,3,5,1,81,2,24,239
5,3,3,4,4,2,2,2,5,3,2,4,4,2,4,3,2,3,2,3,64,2,41,183
4,3,2,2,4,2,2,3,3,2,2,4,4,2,4,2,2,3,2,2,70,2,20,173
4,4,5,1,4,4,2,4,4,2,1,5,4,2,4,2,1,4,5,2,72,1,32,166
4,4,4,3,5,2,2,4,3,2,1,5,2,2,2,1,0,2,3,4,69,2,36,190
4,4,2,3,4,1,1,2,3,4,1,5,5,1,2,1,2,5,5,2,77,1,17,151
2,4,2,5,4,2,2,2,4,4,1,4,4,2,1,4,4,4,4,1,62,2,63,253
1,1,3,4,3,3,2,2,5,4,1,1,2,3,2,3,2,4,4,3,51,2,24,196
5,5,1,3,5,1,1,2,3,1,4,5,4,1,5,3,1,5,5,3,81,1,21,461
4,4,2,3,2,2,2,4,3,3,1,2,4,2,4,2,3,4,4,1,70,1,25,154
5,4,3,3,4,3,2,5,3,2,2,3,1,3,4,5,4,4,5,2,69,1,29,254
2,2,4,4,2,5,3,1,3,4,2,1,1,3,2,3,4,4,2,2,46,2,41,256
3,4,4,1,4,3,4,4,3,4,2,5,4,0,3,2,2,4,3,3,70,1,17,90
4,5,3,3,3,1,1,3,1,1,2,4,2,3,5,3,2,4,3,3,74,2,65,294
2,2,4,2,4,4,2,2,5,2,2,4,1,3,1,4,1,4,3,3,53,1,31,1040
3,1,5,5,1,2,4,2,5,5,3,2,1,3,1,4,3,2,4,1,39,2,33,320
3,4,2,1,4,2,1,3,2,2,2,4,2,3,4,1,4,3,5,1,75,1,16,316
2,3,4,3,4,2,2,3,3,2,1,4,2,2,4,1,2,3,5,1,67,1,20,307
5,5,1,5,3,1,1,4,1,1,1,5,1,1,5,1,1,5,5,5,85,1,50,180
5,4,1,2,5,1,1,5,3,1,1,5,4,1,4,2,2,4,4,4,87,1,16,153
3,4,5,3,4,4,4,3,4,4,2,4,2,2,3,4,2,4,3,4,58,2,42,515
4,5,3,2,4,2,2,4,2,2,1,4,4,2,4,3,1,4,5,5,79,1,16,192
3,5,2,3,4,1,1,5,4,4,2,3,2,2,4,2,3,3,4,2,71,1,23,191
4,4,2,2,4,2,2,4,4,3,2,4,2,4,4,2,2,4,4,2,69,1,33,110
5,4,1,3,4,1,1,5,1,1,1,5,5,2,5,1,1,0,5,2,83,1,27,144
4,2,4,3,2,1,1,2,3,2,3,2,1,1,1,4,1,2,5,1,55,1,21,212
2,2,3,4,2,4,3,2,4,4,3,2,2,4,4,2,0,4,3,2,48,1,25,598
3,5,4,2,4,1,1,4,2,1,1,1,4,2,4,3,1,4,2,2,71,1,54,121
1,1,5,2,2,5,4,2,4,5,4,3,4,2,2,4,2,1,3,2,42,2,34,241
2,2,3,5,2,4,2,2,5,4,2,4,1,3,1,2,5,2,5,4,54,1,28,188
3,3,3,4,5,2,2,4,3,2,3,3,3,1,4,3,2,3,5,2,68,1,23,176
1,2,3,3,2,2,2,2,4,3,2,2,1,3,2,2,3,2,5,1,53,2,30,532
4,4,2,2,4,1,1,2,4,3,2,4,4,1,2,3,2,5,5,4,75,1,25,173
1,1,4,4,3,4,2,4,5,3,1,4,4,2,4,4,3,4,5,3,61,2,26,117
2,3,2,2,2,2,2,2,4,4,2,4,2,2,4,1,3,4,5,1,65,2,44,504
3,1,3,0,2,3,4,3,5,4,1,3,2,4,4,0,1,5,5,1,60,2,24,168
5,2,0,4,5,1,1,1,5,2,1,2,1,4,4,2,3,4,5,2,68,2,26,152
3,1,3,3,2,4,4,4,4,4,2,3,2,4,3,3,5,4,5,1,56,2,24,101
5,4,4,4,3,5,1,3,5,4,2,5,5,5,5,3,4,5,5,4,69,1,24,165
2,3,2,4,4,4,4,2,5,4,4,1,2,4,4,5,2,1,3,1,43,2,36,195
5,4,1,1,5,2,1,4,2,4,1,5,4,4,4,1,1,5,5,4,83,2,42,242
4,3,2,2,3,3,3,4,2,3,2,5,3,2,4,2,3,2,4,4,72,2,14,174
5,5,1,1,5,1,1,5,1,1,1,5,5,1,5,1,5,5,5,5,100,2,14,294
4,3,2,1,3,2,2,3,2,2,1,3,4,3,2,3,1,3,4,3,69,1,25,194
3,4,4,3,2,2,2,3,4,3,2,2,3,2,4,4,2,4,3,1,59,2,25,173
2,2,4,4,3,4,3,4,5,5,2,1,1,3,2,4,3,4,5,4,51,1,27,116
4,4,2,3,4,2,2,1,4,3,1,3,4,2,3,5,1,4,5,1,64,1,25,223
5,5,1,1,5,1,1,5,1,1,1,1,1,1,5,1,1,5,5,5,88,1,27,186
3,2,4,2,4,4,4,4,5,4,2,4,4,1,2,3,1,4,5,3,61,2,32,271
4,5,3,3,3,1,1,3,3,1,1,5,5,1,5,1,1,5,1,3,79,1,171,195
1,1,5,5,1,5,5,1,5,5,5,1,5,5,1,5,5,5,1,1,32,1,27,431
3,3,2,2,4,2,1,2,2,2,2,2,2,2,2,4,2,4,4,1,64,1,34,196
2,4,2,4,3,4,4,2,4,4,4,2,2,4,3,4,4,2,4,2,50,2,36,190
4,3,1,2,5,2,1,2,2,2,2,2,2,2,2,4,2,4,4,1,67,1,34,332
